"County","Positive†","Deaths*","Snapshot"
"Wallowa",1,0,2020-05-04
"Wasco",13,1,2020-05-04
"Washington",526,11,2020-05-04
"Wheeler",0,0,2020-05-04
"Yamhill",40,7,2020-05-04
"Baker",0,0,2020-05-05
"Benton",39,5,2020-05-05
"Clackamas",231,7,2020-05-05
"Clatsop",17,0,2020-05-05
"Columbia",14,0,2020-05-05
"Coos",28,0,2020-05-05
"Crook",1,0,2020-05-05
"Curry",4,0,2020-05-05
"Deschutes",80,0,2020-05-05
"Douglas",24,0,2020-05-05
"Gilliam",0,0,2020-05-05
"Grant",1,0,2020-05-05
"Harney",1,0,2020-05-05
"Hood River",11,0,2020-05-05
"Jackson",49,0,2020-05-05
"Jefferson",14,0,2020-05-05
"Josephine",24,1,2020-05-05
"Klamath",39,0,2020-05-05
"Lake",0,0,2020-05-05
"Lane",55,2,2020-05-05
"Lincoln",5,0,2020-05-05
"Linn",98,7,2020-05-05
"Malheur",13,0,2020-05-05
"Marion",574,19,2020-05-05
"Morrow",10,0,2020-05-05
"Multnomah",769,49,2020-05-05
"Polk",68,2,2020-05-05
"Sherman",1,0,2020-05-05
"Tillamook",6,0,2020-05-05
"Umatilla",73,1,2020-05-05
"Union",4,0,2020-05-05
"Wallowa",1,0,2020-05-05
"Wasco",13,1,2020-05-05
"Washington",531,12,2020-05-05
"Wheeler",0,0,2020-05-05
"Yamhill",41,7,2020-05-05
"Baker",1,0,2020-05-06
"Benton",40,5,2020-05-06
"Clackamas",235,7,2020-05-06
"Clatsop",17,0,2020-05-06
"Columbia",15,0,2020-05-06
"Coos",28,0,2020-05-06
"Crook",1,0,2020-05-06
"Curry",4,0,2020-05-06
"Deschutes",81,0,2020-05-06
"Douglas",24,0,2020-05-06
"Gilliam",0,0,2020-05-06
"Grant",1,0,2020-05-06
"Harney",1,0,2020-05-06
"Hood River",11,0,2020-05-06
"Jackson",49,0,2020-05-06
"Jefferson",18,0,2020-05-06
"Josephine",24,1,2020-05-06
"Klamath",39,0,2020-05-06
"Lake",0,0,2020-05-06
"Lane",57,2,2020-05-06
"Lincoln",6,0,2020-05-06
"Linn",99,7,2020-05-06
"Malheur",13,0,2020-05-06
"Marion",592,19,2020-05-06
"Morrow",10,0,2020-05-06
"Multnomah",793,50,2020-05-06
"Polk",75,3,2020-05-06
"Sherman",1,0,2020-05-06
"Tillamook",6,0,2020-05-06
"Umatilla",77,1,2020-05-06
"Union",4,0,2020-05-06
"Wallowa",1,0,2020-05-06
"Wasco",14,1,2020-05-06
"Washington",537,12,2020-05-06
"Wheeler",0,0,2020-05-06
"Yamhill",42,7,2020-05-06
"Baker",1,0,2020-05-07
"Benton",44,5,2020-05-07
"Clackamas",241,8,2020-05-07
"Clatsop",18,0,2020-05-07
"Columbia",15,0,2020-05-07
"Coos",29,0,2020-05-07
"Crook",1,0,2020-05-07
"Curry",4,0,2020-05-07
"Deschutes",83,0,2020-05-07
"Douglas",24,0,2020-05-07
"Gilliam",0,0,2020-05-07
"Grant",1,0,2020-05-07
"Harney",1,0,2020-05-07
"Hood River",11,0,2020-05-07
"Jackson",49,0,2020-05-07
"Jefferson",22,0,2020-05-07
"Josephine",24,1,2020-05-07
"Klamath",39,0,2020-05-07
"Lake",0,0,2020-05-07
"Lane",57,2,2020-05-07
"Lincoln",6,0,2020-05-07
"Linn",99,7,2020-05-07
"Malheur",13,0,2020-05-07
"Marion",613,21,2020-05-07
"Morrow",11,0,2020-05-07
"Multnomah",809,52,2020-05-07
"Polk",78,4,2020-05-07
"Sherman",1,0,2020-05-07
"Tillamook",6,0,2020-05-07
"Umatilla",77,1,2020-05-07
"Union",4,0,2020-05-07
"Wallowa",1,0,2020-05-07
"Wasco",14,1,2020-05-07
"Washington",548,12,2020-05-07
"Wheeler",0,0,2020-05-07
"Yamhill",45,7,2020-05-07
"Baker",1,0,2020-05-08
"Benton",43,5,2020-05-08
"Clackamas",250,8,2020-05-08
"Clatsop",27,0,2020-05-08
"Columbia",15,0,2020-05-08
"Coos",29,0,2020-05-08
"Crook",1,0,2020-05-08
"Curry",4,0,2020-05-08
"Deschutes",84,0,2020-05-08
"Douglas",24,0,2020-05-08
"Gilliam",0,0,2020-05-08
"Grant",1,0,2020-05-08
"Harney",1,0,2020-05-08
"Hood River",11,0,2020-05-08
"Jackson",49,0,2020-05-08
"Jefferson",22,0,2020-05-08
"Josephine",24,1,2020-05-08
"Klamath",39,0,2020-05-08
"Lake",0,0,2020-05-08
"Lane",59,2,2020-05-08
"Lincoln",6,0,2020-05-08
"Linn",100,7,2020-05-08
"Malheur",13,0,2020-05-08
"Marion",626,23,2020-05-08
"Morrow",12,0,2020-05-08
"Multnomah",839,52,2020-05-08
"Polk",80,5,2020-05-08
"Sherman",1,0,2020-05-08
"Tillamook",6,0,2020-05-08
"Umatilla",80,1,2020-05-08
"Union",4,0,2020-05-08
"Wallowa",1,0,2020-05-08
"Wasco",15,1,2020-05-08
"Washington",556,12,2020-05-08
"Wheeler",0,0,2020-05-08
"Yamhill",45,7,2020-05-08
"Baker",1,0,2020-05-09
"Benton",44,5,2020-05-09
"Clackamas",256,9,2020-05-09
"Clatsop",28,0,2020-05-09
"Columbia",15,0,2020-05-09
"Coos",30,0,2020-05-09
"Crook",1,0,2020-05-09
"Curry",4,0,2020-05-09
"Deschutes",85,0,2020-05-09
"Douglas",24,0,2020-05-09
"Gilliam",0,0,2020-05-09
"Grant",1,0,2020-05-09
"Harney",1,0,2020-05-09
"Hood River",12,0,2020-05-09
"Jackson",49,0,2020-05-09
"Jefferson",24,0,2020-05-09
"Josephine",24,1,2020-05-09
"Klamath",39,0,2020-05-09
"Lake",0,0,2020-05-09
"Lane",60,2,2020-05-09
"Lincoln",6,0,2020-05-09
"Linn",102,8,2020-05-09
"Malheur",14,0,2020-05-09
"Marion",663,23,2020-05-09
"Morrow",12,0,2020-05-09
"Multnomah",863,53,2020-05-09
"Polk",82,5,2020-05-09
"Sherman",1,0,2020-05-09
"Tillamook",6,0,2020-05-09
"Umatilla",84,1,2020-05-09
"Union",4,0,2020-05-09
"Wallowa",1,0,2020-05-09
"Wasco",15,1,2020-05-09
"Washington",562,12,2020-05-09
"Wheeler",0,0,2020-05-09
"Yamhill",47,7,2020-05-09
"Baker",1,0,2020-05-10
"Benton",47,5,2020-05-10
"Clackamas",266,9,2020-05-10
"Clatsop",29,0,2020-05-10
"Columbia",15,0,2020-05-10
"Coos",30,0,2020-05-10
"Crook",1,0,2020-05-10
"Curry",4,0,2020-05-10
"Deschutes",86,0,2020-05-10
"Douglas",24,0,2020-05-10
"Gilliam",0,0,2020-05-10
"Grant",1,0,2020-05-10
"Harney",1,0,2020-05-10
"Hood River",13,0,2020-05-10
"Jackson",49,0,2020-05-10
"Jefferson",24,0,2020-05-10
"Josephine",24,1,2020-05-10
"Klamath",39,0,2020-05-10
"Lake",0,0,2020-05-10
"Lane",60,2,2020-05-10
"Lincoln",6,0,2020-05-10
"Linn",102,8,2020-05-10
"Malheur",14,0,2020-05-10
"Marion",677,23,2020-05-10
"Morrow",12,0,2020-05-10
"Multnomah",885,53,2020-05-10
"Polk",84,5,2020-05-10
"Sherman",1,0,2020-05-10
"Tillamook",6,0,2020-05-10
"Umatilla",85,1,2020-05-10
"Union",4,0,2020-05-10
"Wallowa",1,0,2020-05-10
"Wasco",15,1,2020-05-10
"Washington",573,12,2020-05-10
"Wheeler",0,0,2020-05-10
"Yamhill",49,7,2020-05-10
"Baker",1,0,2020-05-11
"Benton",49,5,2020-05-11
"Clackamas",268,9,2020-05-11
"Clatsop",33,0,2020-05-11
"Columbia",15,0,2020-05-11
"Coos",30,0,2020-05-11
"Crook",1,0,2020-05-11
"Curry",4,0,2020-05-11
"Deschutes",86,0,2020-05-11
"Douglas",24,0,2020-05-11
"Gilliam",0,0,2020-05-11
"Grant",1,0,2020-05-11
"Harney",1,0,2020-05-11
"Hood River",13,0,2020-05-11
"Jackson",49,0,2020-05-11
"Jefferson",24,0,2020-05-11
"Josephine",24,1,2020-05-11
"Klamath",40,0,2020-05-11
"Lake",0,0,2020-05-11
"Lane",60,2,2020-05-11
"Lincoln",6,0,2020-05-11
"Linn",103,8,2020-05-11
"Malheur",14,0,2020-05-11
"Marion",694,23,2020-05-11
"Morrow",12,0,2020-05-11
"Multnomah",899,53,2020-05-11
"Polk",87,6,2020-05-11
"Sherman",1,0,2020-05-11
"Tillamook",6,0,2020-05-11
"Umatilla",85,2,2020-05-11
"Union",4,0,2020-05-11
"Wallowa",1,0,2020-05-11
"Wasco",15,1,2020-05-11
"Washington",587,13,2020-05-11
"Wheeler",0,0,2020-05-11
"Yamhill",49,7,2020-05-11
"Baker",1,0,2020-05-12
"Benton",50,5,2020-05-12
"Clackamas",274,9,2020-05-12
"Clatsop",34,0,2020-05-12
"Columbia",15,0,2020-05-12
"Coos",29,0,2020-05-12
"Crook",1,0,2020-05-12
"Curry",4,0,2020-05-12
"Deschutes",90,0,2020-05-12
"Douglas",24,0,2020-05-12
"Gilliam",0,0,2020-05-12
"Grant",1,0,2020-05-12
"Harney",1,0,2020-05-12
"Hood River",13,0,2020-05-12
"Jackson",50,0,2020-05-12
"Jefferson",24,0,2020-05-12
"Josephine",25,1,2020-05-12
"Klamath",41,0,2020-05-12
"Lake",0,0,2020-05-12
"Lane",61,2,2020-05-12
"Lincoln",6,0,2020-05-12
"Linn",104,8,2020-05-12
"Malheur",14,0,2020-05-12
"Marion",723,23,2020-05-12
"Morrow",12,0,2020-05-12
"Multnomah",908,53,2020-05-12
"Polk",89,6,2020-05-12
"Sherman",1,0,2020-05-12
"Tillamook",6,0,2020-05-12
"Umatilla",85,2,2020-05-12
"Union",4,0,2020-05-12
"Wallowa",1,0,2020-05-12
"Wasco",16,1,2020-05-12
"Washington",601,13,2020-05-12
"Wheeler",0,0,2020-05-12
"Yamhill",50,7,2020-05-12
"Baker",3,0,2020-05-15
"Benton",51,5,2020-05-15
"Clackamas",277,9,2020-05-15
"Clatsop",36,0,2020-05-15
"Columbia",16,0,2020-05-15
"Coos",30,0,2020-05-15
"Crook",1,0,2020-05-15
"Curry",4,0,2020-05-15
"Deschutes",94,0,2020-05-15
"Douglas",25,0,2020-05-15
"Gilliam",0,0,2020-05-15
"Grant",1,0,2020-05-15
"Harney",1,0,2020-05-15
"Hood River",14,0,2020-05-15
"Jackson",50,0,2020-05-15
"Jefferson",24,0,2020-05-15
"Josephine",25,1,2020-05-15
"Klamath",41,0,2020-05-15
"Lake",0,0,2020-05-15
"Lane",61,2,2020-05-15
"Lincoln",7,0,2020-05-15
"Linn",109,8,2020-05-15
"Malheur",17,0,2020-05-15
"Marion",797,23,2020-05-15
"Morrow",12,0,2020-05-15
"Multnomah",957,55,2020-05-15
"Polk",92,9,2020-05-15
"Sherman",1,0,2020-05-15
"Tillamook",6,0,2020-05-15
"Umatilla",91,2,2020-05-15
"Union",5,0,2020-05-15
"Wallowa",2,0,2020-05-15
"Wasco",16,1,2020-05-15
"Washington",620,15,2020-05-15
"Wheeler",0,0,2020-05-15
"Yamhill",55,7,2020-05-15
"Benton",51,5,2020-05-19
"Clackamas",277,9,2020-05-19
"Clatsop",36,0,2020-05-19
"Columbia",16,0,2020-05-19
"Coos",30,0,2020-05-19
"Crook",1,0,2020-05-19
"Curry",4,0,2020-05-19
"Deschutes",94,0,2020-05-19
"Douglas",25,0,2020-05-19
"Gilliam",0,0,2020-05-19
"Grant",1,0,2020-05-19
"Harney",1,0,2020-05-19
"Hood River",14,0,2020-05-19
"Jackson",50,0,2020-05-19
"Jefferson",24,0,2020-05-19
"Josephine",25,1,2020-05-19
"Klamath",41,0,2020-05-19
"Lake",0,0,2020-05-19
"Lane",61,2,2020-05-19
"Lincoln",7,0,2020-05-19
"Linn",109,8,2020-05-19
"Malheur",17,0,2020-05-19
"Marion",797,23,2020-05-19
"Morrow",12,0,2020-05-19
"Multnomah",957,55,2020-05-19
"Polk",92,9,2020-05-19
"Sherman",1,0,2020-05-19
"Tillamook",6,0,2020-05-19
"Umatilla",91,2,2020-05-19
"Union",5,0,2020-05-19
"Wallowa",2,0,2020-05-19
"Wasco",16,1,2020-05-19
"Washington",620,15,2020-05-19
"Wheeler",0,0,2020-05-19
"Yamhill",55,7,2020-05-19
"Benton",55,5,2020-05-22
"Clackamas",289,9,2020-05-22
"Clatsop",44,0,2020-05-22
"Columbia",16,0,2020-05-22
"Coos",31,0,2020-05-22
"Crook",1,0,2020-05-22
"Curry",6,0,2020-05-22
"Deschutes",116,0,2020-05-22
"Douglas",25,0,2020-05-22
"Gilliam",0,0,2020-05-22
"Grant",1,0,2020-05-22
"Harney",1,0,2020-05-22
"Hood River",12,0,2020-05-22
"Jackson",55,0,2020-05-22
"Jefferson",25,0,2020-05-22
"Josephine",25,1,2020-05-22
"Klamath",41,0,2020-05-22
"Lake",0,0,2020-05-22
"Lane",66,2,2020-05-22
"Lincoln",8,0,2020-05-22
"Linn",112,9,2020-05-22
"Malheur",28,0,2020-05-22
"Marion",890,25,2020-05-22
"Morrow",12,0,2020-05-22
"Multnomah",1037,58,2020-05-22
"Polk",95,10,2020-05-22
"Sherman",1,0,2020-05-22
"Tillamook",6,0,2020-05-22
"Umatilla",108,3,2020-05-22
"Union",6,0,2020-05-22
"Wallowa",1,0,2020-05-22
"Wasco",18,1,2020-05-22
"Washington",669,17,2020-05-22
"Wheeler",0,0,2020-05-22
"Yamhill",63,7,2020-05-22
"Baker",1,0,2020-05-26
"Benton",55,5,2020-05-26
"Clackamas",296,10,2020-05-26
"Clatsop",45,0,2020-05-26
"Columbia",16,0,2020-05-26
"Coos",31,0,2020-05-26
"Crook",6,0,2020-05-26
"Curry",6,0,2020-05-26
"Deschutes",120,0,2020-05-26
"Douglas",25,0,2020-05-26
"Gilliam",0,0,2020-05-26
"Grant",1,0,2020-05-26
"Harney",1,0,2020-05-26
"Hood River",12,0,2020-05-26
"Jackson",60,0,2020-05-26
"Jefferson",24,0,2020-05-26
"Josephine",25,1,2020-05-26
"Klamath",41,0,2020-05-26
"Lake",0,0,2020-05-26
"Lane",67,2,2020-05-26
"Lincoln",9,0,2020-05-26
"Linn",115,9,2020-05-26
"Malheur",28,0,2020-05-26
"Marion",914,25,2020-05-26
"Morrow",12,0,2020-05-26
"Multnomah",1052,58,2020-05-26
"Polk",96,10,2020-05-26
"Sherman",1,0,2020-05-26
"Tillamook",6,0,2020-05-26
"Umatilla",112,3,2020-05-26
"Union",6,0,2020-05-26
"Wallowa",2,0,2020-05-26
"Wasco",18,1,2020-05-26
"Washington",698,17,2020-05-26
"Wheeler",0,0,2020-05-26
"Yamhill",66,7,2020-05-26
"Baker",1,0,2020-05-27
"Benton",55,5,2020-05-27
"Clackamas",300,10,2020-05-27
"Clatsop",45,0,2020-05-27
"Columbia",16,0,2020-05-27
"Coos",31,0,2020-05-27
"Crook",6,0,2020-05-27
"Curry",6,0,2020-05-27
"Deschutes",120,0,2020-05-27
"Douglas",25,0,2020-05-27
"Gilliam",0,0,2020-05-27
"Grant",1,0,2020-05-27
"Harney",1,0,2020-05-27
"Hood River",13,0,2020-05-27
"Jackson",65,0,2020-05-27
"Jefferson",24,0,2020-05-27
"Josephine",25,1,2020-05-27
"Klamath",41,0,2020-05-27
"Lake",2,0,2020-05-27
"Lane",67,2,2020-05-27
"Lincoln",11,0,2020-05-27
"Linn",115,9,2020-05-27
"Malheur",28,0,2020-05-27
"Marion",920,25,2020-05-27
"Morrow",12,0,2020-05-27
"Multnomah",1093,58,2020-05-27
"Polk",98,10,2020-05-27
"Sherman",1,0,2020-05-27
"Tillamook",6,0,2020-05-27
"Umatilla",112,3,2020-05-27
"Union",6,0,2020-05-27
"Wallowa",2,0,2020-05-27
"Wasco",20,1,2020-05-27
"Washington",703,17,2020-05-27
"Wheeler",0,0,2020-05-27
"Yamhill",67,7,2020-05-27
"Baker",1,0,2020-06-01
"Benton",56,5,2020-06-01
"Clackamas",317,11,2020-06-01
"Clatsop",45,0,2020-06-01
"Columbia",16,0,2020-06-01
"Coos",31,0,2020-06-01
"Crook",6,0,2020-06-01
"Curry",7,0,2020-06-01
"Deschutes",127,0,2020-06-01
"Douglas",27,0,2020-06-01
"Gilliam",0,0,2020-06-01
"Grant",1,0,2020-06-01
"Harney",1,0,2020-06-01
"Hood River",22,0,2020-06-01
"Jackson",67,0,2020-06-01
"Jefferson",44,0,2020-06-01
"Josephine",24,1,2020-06-01
"Klamath",44,0,2020-06-01
"Lake",2,0,2020-06-01
"Lane",77,3,2020-06-01
"Lincoln",17,0,2020-06-01
"Linn",118,9,2020-06-01
"Malheur",32,0,2020-06-01
"Marion",981,26,2020-06-01
"Morrow",12,0,2020-06-01
"Multnomah",1181,61,2020-06-01
"Polk",100,12,2020-06-01
"Sherman",1,0,2020-06-01
"Tillamook",6,0,2020-06-01
"Umatilla",121,3,2020-06-01
"Union",6,0,2020-06-01
"Wallowa",2,0,2020-06-01
"Wasco",26,1,2020-06-01
"Washington",747,18,2020-06-01
"Wheeler",0,0,2020-06-01
"Yamhill",70,7,2020-06-01
"Baker",1,0,2020-06-03
"Benton",57,5,2020-06-03
"Clackamas",324,12,2020-06-03
"Clatsop",45,0,2020-06-03
"Columbia",16,0,2020-06-03
"Coos",31,0,2020-06-03
"Crook",6,0,2020-06-03
"Curry",7,0,2020-06-03
"Deschutes",128,0,2020-06-03
"Douglas",28,0,2020-06-03
"Gilliam",0,0,2020-06-03
"Grant",1,0,2020-06-03
"Harney",1,0,2020-06-03
"Hood River",28,0,2020-06-03
"Jackson",68,0,2020-06-03
"Jefferson",45,0,2020-06-03
"Josephine",23,1,2020-06-03
"Klamath",44,0,2020-06-03
"Lake",2,0,2020-06-03
"Lane",77,3,2020-06-03
"Lincoln",18,0,2020-06-03
"Linn",119,9,2020-06-03
"Malheur",32,0,2020-06-03
"Marion",999,26,2020-06-03
"Morrow",12,0,2020-06-03
"Multnomah",1194,62,2020-06-03
"Polk",101,12,2020-06-03
"Sherman",1,0,2020-06-03
"Tillamook",6,0,2020-06-03
"Umatilla",123,3,2020-06-03
"Union",6,0,2020-06-03
"Wallowa",2,0,2020-06-03
"Wasco",28,1,2020-06-03
"Washington",752,18,2020-06-03
"Wheeler",0,0,2020-06-03
"Yamhill",74,7,2020-06-03
"Baker",1,0,2020-06-04
"Benton",57,5,2020-06-04
"Clackamas",333,12,2020-06-04
"Clatsop",45,0,2020-06-04
"Columbia",16,0,2020-06-04
"Coos",32,0,2020-06-04
"Crook",7,0,2020-06-04
"Curry",7,0,2020-06-04
"Deschutes",133,0,2020-06-04
"Douglas",28,0,2020-06-04
"Gilliam",0,0,2020-06-04
"Grant",1,0,2020-06-04
"Harney",1,0,2020-06-04
"Hood River",28,0,2020-06-04
"Jackson",69,0,2020-06-04
"Jefferson",46,0,2020-06-04
"Josephine",23,1,2020-06-04
"Klamath",44,0,2020-06-04
"Lake",2,0,2020-06-04
"Lane",80,3,2020-06-04
"Lincoln",23,0,2020-06-04
"Linn",121,9,2020-06-04
"Malheur",32,0,2020-06-04
"Marion",1011,26,2020-06-04
"Morrow",12,0,2020-06-04
"Multnomah",1224,62,2020-06-04
"Polk",100,12,2020-06-04
"Sherman",1,0,2020-06-04
"Tillamook",6,0,2020-06-04
"Umatilla",124,3,2020-06-04
"Union",6,0,2020-06-04
"Wallowa",2,0,2020-06-04
"Wasco",29,1,2020-06-04
"Washington",755,18,2020-06-04
"Wheeler",0,0,2020-06-04
"Yamhill",75,7,2020-06-04
"Baker",1,0,2020-06-07
"Benton",62,5,2020-06-07
"Clackamas",339,12,2020-06-07
"Clatsop",45,0,2020-06-07
"Columbia",16,0,2020-06-07
"Coos",32,0,2020-06-07
"Crook",6,0,2020-06-07
"Curry",7,0,2020-06-07
"Deschutes",134,0,2020-06-07
"Douglas",29,0,2020-06-07
"Gilliam",0,0,2020-06-07
"Grant",1,0,2020-06-07
"Harney",1,0,2020-06-07
"Hood River",37,0,2020-06-07
"Jackson",69,0,2020-06-07
"Jefferson",55,0,2020-06-07
"Josephine",23,1,2020-06-07
"Klamath",45,0,2020-06-07
"Lake",2,0,2020-06-07
"Lane",80,3,2020-06-07
"Lincoln",27,0,2020-06-07
"Linn",124,9,2020-06-07
"Malheur",33,0,2020-06-07
"Marion",1028,27,2020-06-07
"Morrow",12,0,2020-06-07
"Multnomah",1236,63,2020-06-07
"Polk",100,12,2020-06-07
"Sherman",1,0,2020-06-07
"Tillamook",6,0,2020-06-07
"Umatilla",125,3,2020-06-07
"Union",6,0,2020-06-07
"Wallowa",2,0,2020-06-07
"Wasco",32,1,2020-06-07
"Washington",775,18,2020-06-07
"Wheeler",0,0,2020-06-07
"Yamhill",79,7,2020-06-07
"Baker",1,0,2020-06-08
"Benton",62,5,2020-06-08
"Clackamas",377,12,2020-06-08
"Clatsop",45,0,2020-06-08
"Columbia",16,0,2020-06-08
"Coos",32,0,2020-06-08
"Crook",6,0,2020-06-08
"Curry",7,0,2020-06-08
"Deschutes",135,0,2020-06-08
"Douglas",29,0,2020-06-08
"Gilliam",0,0,2020-06-08
"Grant",1,0,2020-06-08
"Harney",1,0,2020-06-08
"Hood River",59,0,2020-06-08
"Jackson",71,0,2020-06-08
"Jefferson",58,0,2020-06-08
"Josephine",23,1,2020-06-08
"Klamath",46,0,2020-06-08
"Lake",2,0,2020-06-08
"Lane",81,3,2020-06-08
"Lincoln",155,0,2020-06-08
"Linn",125,9,2020-06-08
"Malheur",34,1,2020-06-08
"Marion",1058,27,2020-06-08
"Morrow",13,0,2020-06-08
"Multnomah",1302,65,2020-06-08
"Polk",103,12,2020-06-08
"Sherman",1,0,2020-06-08
"Tillamook",6,0,2020-06-08
"Umatilla",144,3,2020-06-08
"Union",6,0,2020-06-08
"Wallowa",3,0,2020-06-08
"Wasco",35,1,2020-06-08
"Washington",800,18,2020-06-08
"Wheeler",0,0,2020-06-08
"Yamhill",85,7,2020-06-08
"Baker",1,0,2020-06-09
"Benton",63,5,2020-06-09
"Clackamas",393,13,2020-06-09
"Clatsop",45,0,2020-06-09
"Columbia",17,0,2020-06-09
"Coos",32,0,2020-06-09
"Crook",6,0,2020-06-09
"Curry",7,0,2020-06-09
"Deschutes",134,0,2020-06-09
"Douglas",29,0,2020-06-09
"Gilliam",0,0,2020-06-09
"Grant",1,0,2020-06-09
"Harney",1,0,2020-06-09
"Hood River",65,0,2020-06-09
"Jackson",71,0,2020-06-09
"Jefferson",58,0,2020-06-09
"Josephine",23,1,2020-06-09
"Klamath",46,0,2020-06-09
"Lake",2,0,2020-06-09
"Lane",81,3,2020-06-09
"Lincoln",157,0,2020-06-09
"Linn",124,9,2020-06-09
"Malheur",33,1,2020-06-09
"Marion",1066,30,2020-06-09
"Morrow",13,0,2020-06-09
"Multnomah",1329,66,2020-06-09
"Polk",104,12,2020-06-09
"Sherman",1,0,2020-06-09
"Tillamook",6,0,2020-06-09
"Umatilla",144,3,2020-06-09
"Union",7,0,2020-06-09
"Wallowa",3,0,2020-06-09
"Wasco",34,1,2020-06-09
"Washington",807,18,2020-06-09
"Wheeler",0,0,2020-06-09
"Yamhill",85,7,2020-06-09
"Baker",1,0,2020-06-10
"Benton",63,5,2020-06-10
"Clackamas",399,13,2020-06-10
"Clatsop",45,0,2020-06-10
"Columbia",17,0,2020-06-10
"Coos",32,0,2020-06-10
"Crook",6,0,2020-06-10
"Curry",7,0,2020-06-10
"Deschutes",134,0,2020-06-10
"Douglas",29,0,2020-06-10
"Gilliam",0,0,2020-06-10
"Grant",1,0,2020-06-10
"Harney",1,0,2020-06-10
"Hood River",67,0,2020-06-10
"Jackson",77,0,2020-06-10
"Jefferson",64,0,2020-06-10
"Josephine",23,1,2020-06-10
"Klamath",46,0,2020-06-10
"Lake",2,0,2020-06-10
"Lane",82,3,2020-06-10
"Lincoln",161,0,2020-06-10
"Linn",124,9,2020-06-10
"Malheur",33,1,2020-06-10
"Marion",1071,30,2020-06-10
"Morrow",13,0,2020-06-10
"Multnomah",1361,66,2020-06-10
"Polk",104,12,2020-06-10
"Sherman",1,0,2020-06-10
"Tillamook",6,0,2020-06-10
"Umatilla",148,3,2020-06-10
"Union",7,0,2020-06-10
"Wallowa",3,0,2020-06-10
"Wasco",34,1,2020-06-10
"Washington",813,18,2020-06-10
"Wheeler",0,0,2020-06-10
"Yamhill",85,7,2020-06-10
"Baker",1,0,2020-06-11
"Benton",63,5,2020-06-11
"Clackamas",446,14,2020-06-11
"Clatsop",46,0,2020-06-11
"Columbia",17,0,2020-06-11
"Coos",32,0,2020-06-11
"Crook",8,0,2020-06-11
"Curry",7,0,2020-06-11
"Deschutes",135,0,2020-06-11
"Douglas",29,0,2020-06-11
"Gilliam",0,0,2020-06-11
"Grant",1,0,2020-06-11
"Harney",1,0,2020-06-11
"Hood River",68,0,2020-06-11
"Jackson",76,0,2020-06-11
"Jefferson",67,0,2020-06-11
"Josephine",23,1,2020-06-11
"Klamath",46,0,2020-06-11
"Lake",4,0,2020-06-11
"Lane",85,3,2020-06-11
"Lincoln",170,0,2020-06-11
"Linn",124,9,2020-06-11
"Malheur",33,1,2020-06-11
"Marion",1105,30,2020-06-11
"Morrow",13,0,2020-06-11
"Multnomah",1404,66,2020-06-11
"Polk",108,12,2020-06-11
"Sherman",1,0,2020-06-11
"Tillamook",6,0,2020-06-11
"Umatilla",152,3,2020-06-11
"Union",8,0,2020-06-11
"Wallowa",4,0,2020-06-11
"Wasco",35,1,2020-06-11
"Washington",828,18,2020-06-11
"Wheeler",0,0,2020-06-11
"Yamhill",91,8,2020-06-11
"Baker",1,0,2020-06-12
"Benton",63,5,2020-06-12
"Clackamas",455,14,2020-06-12
"Clatsop",46,0,2020-06-12
"Columbia",20,0,2020-06-12
"Coos",32,0,2020-06-12
"Crook",8,0,2020-06-12
"Curry",7,0,2020-06-12
"Deschutes",137,0,2020-06-12
"Douglas",29,0,2020-06-12
"Gilliam",0,0,2020-06-12
"Grant",1,0,2020-06-12
"Harney",1,0,2020-06-12
"Hood River",71,0,2020-06-12
"Jackson",78,0,2020-06-12
"Jefferson",65,0,2020-06-12
"Josephine",23,1,2020-06-12
"Klamath",48,0,2020-06-12
"Lake",4,0,2020-06-12
"Lane",85,3,2020-06-12
"Lincoln",184,0,2020-06-12
"Linn",124,9,2020-06-12
"Malheur",33,1,2020-06-12
"Marion",1134,30,2020-06-12
"Morrow",13,0,2020-06-12
"Multnomah",1440,67,2020-06-12
"Polk",117,12,2020-06-12
"Sherman",1,0,2020-06-12
"Tillamook",6,0,2020-06-12
"Umatilla",157,3,2020-06-12
"Union",12,0,2020-06-12
"Wallowa",4,0,2020-06-12
"Wasco",38,1,2020-06-12
"Washington",849,19,2020-06-12
"Wheeler",0,0,2020-06-12
"Yamhill",91,8,2020-06-12
"Baker",1,0,2020-06-16
"Benton",63,5,2020-06-16
"Clackamas",509,19,2020-06-16
"Clatsop",46,0,2020-06-16
"Columbia",22,0,2020-06-16
"Coos",32,0,2020-06-16
"Crook",9,0,2020-06-16
"Curry",7,0,2020-06-16
"Deschutes",137,0,2020-06-16
"Douglas",29,0,2020-06-16
"Gilliam",0,0,2020-06-16
"Grant",1,0,2020-06-16
"Harney",1,0,2020-06-16
"Hood River",83,0,2020-06-16
"Jackson",83,0,2020-06-16
"Jefferson",69,0,2020-06-16
"Josephine",24,1,2020-06-16
"Klamath",61,0,2020-06-16
"Lake",5,0,2020-06-16
"Lane",90,3,2020-06-16
"Lincoln",223,0,2020-06-16
"Linn",126,9,2020-06-16
"Malheur",38,1,2020-06-16
"Marion",1201,31,2020-06-16
"Morrow",17,0,2020-06-16
"Multnomah",1598,68,2020-06-16
"Polk",127,12,2020-06-16
"Sherman",1,0,2020-06-16
"Tillamook",6,0,2020-06-16
